id,query,label,word_count,cleaned_query,augmented_data,tokens,lemmatized_data
1778,راه ورودی به خوابگاه در کجای دانشگاه قرار دارد؟,2,10.0,راه ورودی به خوابگاه در کجای دانشگاه قرار دارد,راه رفتوامد و خوابگاه در محوطه دانشگاه قرار دارد,"['راه', 'ورودی', 'خوابگاه', 'کجای', 'دانشگاه', 'قرار', 'دارد']","['راه', 'ورود', 'خوابگاه', 'کجا', 'دانشگاه', 'قرار', 'داشت#دار']"
1779,امروز بیشترین سوالی که ازت پرسیده شد ، چی ها بوده است؟,5,11.0,امروز بیشترین سوالی که ازت پرسیده شد چی‌ها بوده است,امروز سه سوالی ک ازت اعلام شد چیها بوده است,"['امروز', 'بیشترین', 'سوالی', 'ازت', 'پرسیده_شد', 'چی\u200cها', 'بوده_است']","['امروز', 'بیشترین', 'سوالی', 'ازت', 'پرسید#پرس', 'چی\u200cها', 'بود#باش']"
1780,معدل بالای چند استعداد درخشان محسوب میشه؟,1,8.0,معدل بالای چند استعداد درخشان محسوب میشه,که بالای چند واحد تحصیلی محسوب میشه,"['معدل', 'بالای', 'چند', 'استعداد', 'درخشان', 'محسوب', 'میشه']","['معدل', 'بالا', 'چند', 'استعداد', 'درخشان', 'محسوب', 'میشه']"
1781,لیگ یا دوتا؟,5,4.0,لیگ یا دوتا,لیگ دسته دوتا,"['لیگ', 'دوتا']","['لیگ', 'دوتا']"
1782,اگر استاد سر امتحان حاضر نشوند تکلیف چیه؟,1,9.0,اگر استاد سر امتحان حاضر نشوند تکلیف چیه,ای استاد سر دروس حاضر نبود تکلیف چیه,"['اگر', 'استاد', 'سر', 'امتحان', 'حاضر', 'نشوند', 'تکلیف', 'چیه']","['اگر', 'استاد', 'سر', 'امتحان', 'حاضر', 'شد#شو', 'تکلیف', 'چیه']"
1783,اینترنت دانشکده بسیار کند است,4,5.0,اینترنت دانشکده بسیار کند است,اینترنت دانشکده تغییر کند ولی,"['اینترنت', 'دانشکده', 'بسیار', 'کند', 'است']","['اینترنت', 'دانشکده', 'بسیار', 'کند', '#است']"
1785,حذف ترم چجوریه,1,3.0,حذف ترم چجوریه,حذف کنید …,"['حذف', 'ترم', 'چجوریه']","['حذف', 'تر', 'چجوریه']"
1786,آمار امروز مبتلایان کرونا.,5,5.0,آمار امروز مبتلایان کرونا,امار امروز اشتغالزایی ایران,"['آمار', 'امروز', 'مبتلایان', 'کرونا']","['آمار', 'امروز', 'مبتلا', 'کرونا']"
1787,اتاق بازی داریم ؟,2,4.0,اتاق بازی داریم,اتاق بازی مخصوص,"['اتاق', 'بازی', 'داریم']","['اتاق', 'بازی', 'داشت#دار']"
1788,کتابخانه چه ساعتی باز می شود؟,3,7.0,کتابخانه چه ساعتی باز می‌شود,نان چه ساعتی درست میشود,"['کتابخانه', 'چه', 'ساعتی', 'باز', 'می\u200cشود']","['کتابخانه', 'چه', 'ساعت', 'باز', 'شد#شو']"
1789,چگونه میتوان با رییس ذانشکده قرار ملاقات گذاشت,2,8.0,چگونه میتوان با رییس ذانشکده قرار ملاقات گذاشت,چگونه میتوان از همتایان ذانشکده شطرنج ملاقات گذاشت,"['چگونه', 'میتوان', 'رییس', 'ذانشکده', 'قرار', 'ملاقات', 'گذاشت']","['چگونه', 'میتوان', 'رییس', 'ذانشکده', 'قرار', 'ملاقات', 'گذاشت#گذار']"
1790,برای ارشد مستقیم باید چه شرایطی داشت؟,1,8.0,برای ارشد مستقیم باید چه شرایطی داشت,برای مجریان مستقیم این برنامه شرایطی داشت,"['ارشد', 'مستقیم', 'باید', 'چه', 'شرایطی', 'داشت']","['ارشد', 'مستقیم', 'باید', 'چه', 'شرایط', 'داشت']"
1791,قرائت خانه کجاست؟,3,4.0,قرائت خانه کجاست,قرايت قانون کجاست,"['قرائت', 'خانه', 'کجاست']","['قرائت', 'خانه', 'کجاست']"
1792,سیستم عامل کامپیوترهای سایت چیست؟,3,6.0,سیستم عامل کامپیوترهای سایت چیست,سیستم عامل موبایل سایت …,"['سیستم', 'عامل', 'کامپیوترهای', 'سایت', 'چیست']","['سیستم', 'عامل', 'کامپیوترهای', 'سایت', 'چیست']"
1793,کجا میتونم چارت رو ببینم؟,1,6.0,کجا میتونم چارت رو ببینم,امشب میتونم چارت هارو ببینم,"['کجا', 'میتونم', 'چارت', 'ببینم']","['کجا', 'میتونم', 'چارت', 'ببینم']"
1794,اتاق رییس دانشکده کدام طبقه است؟,2,7.0,اتاق رییس دانشکده کدام طبقه است,مسيولیت رییس دانشکده ۱۸ طبقه است,"['اتاق', 'رییس', 'دانشکده', 'کدام', 'طبقه', 'است']","['اتاق', 'رییس', 'دانشکده', 'کدام', 'طبقه', '#است']"
1795,چجوری از اینجا برم خوابگاه؟,2,6.0,چجوری از اینجا برم خوابگاه,چجوری از فرودگاه گذشت خوابگاه,"['چجوری', 'اینجا', 'برم', 'خوابگاه']","['چجوری', 'اینجا', 'برد#بر', 'خوابگاه']"
1796,خوابگاه دانشگاه کجاست؟,2,4.0,خوابگاه دانشگاه کجاست,خوابگاه امام کجاست,"['خوابگاه', 'دانشگاه', 'کجاست']","['خوابگاه', 'دانشگاه', 'کجاست']"
1797,استاد راهنما چه نقشی داره؟,1,6.0,استاد راهنما چه نقشی داره,استاد بزرگ چه نقشی میگذارد,"['استاد', 'راهنما', 'چه', 'نقشی', 'داره']","['استاد', 'راهنما', 'چه', 'نقش', 'داره']"
1798,برای مهمان شدن چه اقداماتی باید کرد؟,1,8.0,برای مهمان شدن چه اقداماتی باید کرد,بهجای مهمان مهمان چه اقداماتی باید داشتهباشیم,"['مهمان', 'شدن', 'چه', 'اقداماتی', 'باید', 'کرد']","['مهمان', 'شدن', 'چه', 'اقدامات', 'باید', 'کرد#کن']"
1799,میتوانم برای ترم 9 اقدام کنم؟,1,7.0,میتوانم برای ترم اقدام کنم,میتوانم برای تو صحبت کنم,"['میتوانم', 'ترم', 'اقدام', 'کنم']","['میتوانم', 'تر', 'اقدام', 'کرد#کن']"
1800,تاریخ حذف و اضافه کی هست؟,1,7.0,تاریخ حذف و اضافه کی هست,کلا حذف و اضافه نشده هست,"['تاریخ', 'حذف', 'اضافه', 'کی', 'هست']","['تاریخ', 'حذف', 'اضافه', 'کی', '#هست']"
1801,ازینجا تا خوابگاه تقریبا چقدر راهه؟,2,7.0,ازینجا تا خوابگاه تقریبا چقدر راهه,الان میخواهیم ببینیم تقریبا چقدر راهه,"['ازینجا', 'خوابگاه', 'تقریبا', 'چقدر', 'راهه']","['ازینجا', 'خوابگاه', 'تقریبا', 'چقدر', 'راهه']"
1802,تعطیلی بین دو ترم نداریم,4,5.0,تعطیلی بین دو ترم نداریم,اختلافی بین دو گروه نداریم,"['تعطیلی', 'بین', 'دو', 'ترم', 'نداریم']","['تعطیل', 'بین', 'دو', 'تر', 'داشت#دار']"
1803,چند درصد فارغ التحصیلان مقطع کارشناسی مقطع ارشد را در خارج درس می خوانند؟,5,15.0,چند درصد فارغ التحصیلان مقطع کارشناسی مقطع ارشد را در خارج درس می‌خوانند,چند درصد فارغ التحصیلان ، کارشناسی مقطع لیسانس را از خارج درس میدهند,"['چند', 'درصد', 'فارغ', 'التحصیلان', 'مقطع', 'کارشناسی', 'مقطع', 'ارشد', 'خارج', 'درس', 'می\u200cخوانند']","['چند', 'درصد', 'فارغ', 'التحصیلان', 'مقطع', 'کارشناس', 'مقطع', 'ارشد', 'خارج', 'درس', 'خواند#خوان']"
1804,نمره هایم را چگونه ببینم؟,1,6.0,نمره هایم را چگونه ببینم,نمره هایم ، چگونه میدهند,"['نمره', 'هایم', 'چگونه', 'ببینم']","['نمره', 'هایم', 'چگونه', 'ببینم']"
1805,به نظرسنجی اساتید توجه نمی شود.,4,7.0,به نظرسنجی اساتید توجه نمی‌شود,زمان نظرسنجی اساتید محدود نمیشود,"['نظرسنجی', 'اساتید', 'توجه', 'نمی\u200cشود']","['نظرسنجی', 'اساتید', 'توجه', 'شد#شو']"
1806,کلاس ها حضوری شوند,4,4.0,کلاس‌ها حضوری شوند,کلاسها تقویت شوند,"['کلاس\u200cها', 'حضوری', 'شوند']","['کلاس', 'حضور', 'شد#شو']"
1807,چطوری برنامه درسی مو ببینم؟,1,6.0,چطوری برنامه درسی مو ببینم,در کتابهای درسی مو ببینم,"['چطوری', 'برنامه', 'درسی', 'مو', 'ببینم']","['چطور', 'برنامه', 'درس', 'مو', 'ببینم']"
1808,ریز پردازنده رو این ترم چه استادی ارايه میده,1,9.0,ریز پردازنده رو این ترم چه استادی ارایه میده,ریز پردازنده خوب این ترم بجای استادی ارايه میده,"['ریز', 'پردازنده', 'این', 'ترم', 'چه', 'استادی', 'ارایه', 'میده']","['ریز', 'پردازنده', 'این', 'تر', 'چه', 'استاد', 'ارایه', 'میده']"
1809,یک داخلی برای جواب به سوالات دانشجویان ورودی اختصاص داده شود.,4,11.0,یک داخلی برای جواب به سوالات دانشجویان ورودی اختصاص داده شود,اعتبار داخلی برای پاسخگويی به سوالات کارتهای ورودی ارايه داده شود,"['یک', 'داخلی', 'جواب', 'سوالات', 'دانشجویان', 'ورودی', 'اختصاص', 'داده_شود']","['یک', 'داخل', 'جواب', 'سوالات', 'دانشجو', 'ورود', 'اختصاص', 'داد#ده']"
1810,چند واحد باید پاس کرد تا مدرک کارشناسی را گرفت؟,1,11.0,چند واحد باید پاس کرد تا مدرک کارشناسی را گرفت,دو مرحله ساختمان پاس کرد تا مدرک کارشناسی را گرفت,"['چند', 'واحد', 'باید', 'پاس', 'کرد', 'مدرک', 'کارشناسی', 'گرفت']","['چند', 'واحد', 'باید', 'پاس', 'کرد#کن', 'مدرک', 'کارشناس', 'گرفت#گیر']"
1812,کتاب فارسی عمومی دارید؟,3,5.0,کتاب فارسی عمومی دارید,انتظار اخلاق عمومی دارید,"['کتاب', 'فارسی', 'عمومی', 'دارید']","['کتاب', 'فارس', 'عموم', 'داشت#دار']"
1813,برای ترم سوم چند واحد درس برداریم؟,2,8.0,برای ترم سوم چند واحد درس برداریم,بعداز دوره سوم ۱۴ واحد درس برداریم,"['ترم', 'سوم', 'چند', 'واحد', 'درس', 'برداریم']","['تر', 'سوم', 'چند', 'واحد', 'درس', 'بردار']"
1814,لیست دروسی که این ترم ارائه میشوند را از کجا میتوانم ببینم؟,1,13.0,لیست دروسی که این ترم ارائه میشوند را از کجا میتوانم ببینم,وقتی دانشجویان به این ترم ارايه میشوند را امروزه کجا میتوانم ببینم,"['لیست', 'دروسی', 'این', 'ترم', 'ارائه', 'میشوند', 'کجا', 'میتوانم', 'ببینم']","['لیس', 'دروس', 'این', 'تر', 'ارائه', 'میشوند', 'کجا', 'میتوانم', 'ببینم']"
1815,کد تخفیفی برای هفته کتاب هست؟,5,7.0,کد تخفیفی برای هفته کتاب هست,کد تخفیفی سریال ارسال کتاب هست,"['کد', 'تخفیفی', 'هفته', 'کتاب', 'هست']","['کد', 'تخفیف', 'هفته', 'کتاب', '#هست']"
1816,آیا میتوان به صورت انلاین تاریخ قرض کتاب را تمدید کرد؟,3,12.0,آیا میتوان به صورت انلاین تاریخ قرض کتاب را تمدید کرد,ایا میتوانید بابت مرور انلاین تاریخ قرض کتاب تجدید تمدید کرد,"['آیا', 'میتوان', 'صورت', 'انلاین', 'تاریخ', 'قرض', 'کتاب', 'تمدید', 'کرد']","['آیا', 'میتوان', 'صورت', 'انلاین', 'تاریخ', 'قرض', 'کتاب', 'تمدید', 'کرد#کن']"
1817,نمیتونم وارد سایت گلستان بشم.,1,6.0,نمیتونم وارد سایت گلستان بشم,بیشتر جذب سایت گلستان بشم,"['نمیتونم', 'وارد', 'سایت', 'گلستان', 'بشم']","['نمیتونم', 'وارد', 'سایت', 'گلستان', 'بشم']"
1818,دفاعیه کجا برقرار می شود؟,1,6.0,دفاعیه کجا برقرار می‌شود,قرارداد کجا برقرار باشد,"['دفاعیه', 'کجا', 'برقرار', 'می\u200cشود']","['دفاعیه', 'کجا', 'برقرار', 'شد#شو']"
1819,ساعت چند است؟,5,4.0,ساعت چند است,ساعت دوم است,"['ساعت', 'چند', 'است']","['ساعت', 'چند', '#است']"
1820,حمل نقل عمومی بیشتری برای دسترسی به دانشگاه فراهم شود,4,10.0,حمل نقل عمومی بیشتری برای دسترسی به دانشگاه فراهم شود,حمل نقل سریع بیشتری برای دسترسی به مسافران ارايه شود,"['حمل', 'نقل', 'عمومی', 'بیشتری', 'دسترسی', 'دانشگاه', 'فراهم', 'شود']","['حمل', 'نقل', 'عموم', 'بیشتر', 'دسترس', 'دانشگاه', 'فراهم', 'شد#شو']"
